Clave Estado,Estado,Clave Municipio,Municipio,Latitud,Longitud,Error
26,Sonora,72,San Ignacio Río Muerto,27.0983243,-109.861569,
26,Sonora,999,No Especificado,27.3249803,-110.3910404,
27,Tabasco,1,Balancán,29.3333331,-110.6666671,
27,Tabasco,2,Cárdenas,17.7945928,-91.34664636,
27,Tabasco,3,Centla,17.990878,-93.3753314,
27,Tabasco,4,Centro,18.3536762,-92.65219864,
27,Tabasco,5,Comalcalco,18.0271651,-92.77477676,
27,Tabasco,6,Cunduacán,18.2615076,-93.2231523,
27,Tabasco,7,Emiliano Zapata,18.08729035,-93.23213562,
27,Tabasco,8,Huimanguillo,17.6940149,-91.63935614,
27,Tabasco,9,Jalapa,17.7620967,-93.66344081,
27,Tabasco,10,Jalpa De Méndez,17.77080775,-92.80215156,
27,Tabasco,11,Jonuta,18.23790195,-93.07873438,
27,Tabasco,12,Macuspana,18.1345697,-92.21693261,
27,Tabasco,13,Nacajuca,17.8556822,-92.42239058,
27,Tabasco,14,Paraíso,18.1783621,-92.95515322,
27,Tabasco,15,Tacotalpa,18.3623055,-93.18835869,
27,Tabasco,16,Teapa,17.5159806,-92.71411285,
27,Tabasco,17,Tenosique,17.6197305,-92.97294134,
27,Tabasco,999,No Especificado,17.45949075,-91.31340758,
28,Tamaulipas,1,Abasolo,17.95078635,-92.48312213,
28,Tamaulipas,2,Aldama,24.12763885,-98.22702078,
28,Tamaulipas,3,Altamira,22.9590647,-98.04965901,
28,Tamaulipas,4,Antiguo Morelos,22.5630208,-98.11651839,
28,Tamaulipas,5,Burgos,22.56570125,-99.08713716,
28,Tamaulipas,6,Bustamante,24.9258211,-98.8581425,
28,Tamaulipas,7,Camargo,23.32496365,-99.8847687,
28,Tamaulipas,8,Casas,26.18044285,-98.86303699,
28,Tamaulipas,9,Ciudad Madero,23.54317615,-98.6678518,
28,Tamaulipas,10,Cruillas,22.2783046,-97.82426861,
28,Tamaulipas,11,Gómez Farías,24.6528242,-98.49386372,
28,Tamaulipas,12,González,22.99232795,-99.17284923,
28,Tamaulipas,13,Güémez,22.79038735,-98.57631896,
28,Tamaulipas,14,Guerrero,23.88563585,-99.00114023,
28,Tamaulipas,15,Gustavo Díaz Ordaz,26.92108,-99.53262517,
28,Tamaulipas,16,Hidalgo,26.1381316,-98.6419237,
28,Tamaulipas,17,Jaumave,24.16437095,-99.38788361,
28,Tamaulipas,18,Jiménez,23.4719813,-99.42635835,
28,Tamaulipas,19,Llera,24.21155165,-98.51390198,
28,Tamaulipas,20,Mainero,23.2976239,-98.95042226,
28,Tamaulipas,21,El Mante,24.600186,-99.55786622,
28,Tamaulipas,22,Matamoros,22.60787365,-98.93534141,
28,Tamaulipas,23,Méndez,25.8520977,-97.5017951,
28,Tamaulipas,24,Mier,25.20661315,-98.48735372,
28,Tamaulipas,25,Miguel Alemán,26.416775,-99.25923579,
28,Tamaulipas,26,Miquihuana,26.230013,-99.08191546,
28,Tamaulipas,27,Nuevo Laredo,23.5860223,-99.79346817,
28,Tamaulipas,28,Nuevo Morelos,27.4761506,-99.5185992,
28,Tamaulipas,29,Ocampo,22.5147575,-99.2044814,
28,Tamaulipas,30,Padilla,22.84361195,-99.32990951,
28,Tamaulipas,31,Palmillas,23.9788011,-98.81088803,
28,Tamaulipas,32,Reynosa,23.26342555,-99.58618907,
28,Tamaulipas,33,Río Bravo,26.0704018,-98.2963932,
28,Tamaulipas,34,San Carlos,25.72747805,-98.05371532,
28,Tamaulipas,35,San Fernando,24.4984051,-99.00772797,
28,Tamaulipas,36,San Nicolás,24.87257315,-97.98163764,
28,Tamaulipas,37,Soto La Marina,24.62386465,-98.77377792,
28,Tamaulipas,38,Tampico,23.87502135,-98.05118877,
28,Tamaulipas,39,Tula,22.2329889,-97.8614802,
28,Tamaulipas,40,Valle Hermoso,22.94788165,-99.80558824,
28,Tamaulipas,41,Victoria,25.78237925,-97.83498479,
28,Tamaulipas,42,Villagrán,23.7389846,-99.1441352,
28,Tamaulipas,43,Xicoténcatl,24.58791615,-99.31064132,
28,Tamaulipas,999,No Especificado,22.9864145,-98.88369298,
29,Tlaxcala,1,Amaxac De Guerrero,23.9891553,-98.7026825,
29,Tlaxcala,2,Apetatitlán De Antonio Carvajal,19.3780619,-98.21899147,
29,Tlaxcala,3,Atlangatepec,19.3505173,-98.19120205,
29,Tlaxcala,4,Atltzayanca,19.5468001,-98.18654452,
29,Tlaxcala,5,Apizaco,19.4122821,-97.79549554,
29,Tlaxcala,6,Calpulalpan,19.42643095,-98.07743345,
29,Tlaxcala,7,El Carmen Tequexquitla,19.55201735,-98.61129268,
29,Tlaxcala,8,Cuapiaxtla,19.34074535,-97.6609026,
29,Tlaxcala,9,Cuaxomulco,19.33905555,-97.77884368,
29,Tlaxcala,10,Chiautempan,19.34513965,-98.09514422,
29,Tlaxcala,11,Muñoz De Domingo Arenas,19.28941395,-98.11725105,
29,Tlaxcala,12,Españita,19.50065715,-98.22101163,
29,Tlaxcala,13,Huamantla,19.44076365,-98.42401053,
29,Tlaxcala,14,Hueyotlipan,19.32333185,-97.91456649,
29,Tlaxcala,15,Ixtacuixtla De Mariano Matamoros,19.47959175,-98.33013635,
29,Tlaxcala,16,Ixtenco,19.34670365,-98.3781581,
29,Tlaxcala,17,Mazatecochco De José María Morelos,19.25962675,-97.90384764,
29,Tlaxcala,18,Contla De Juan Cuamatzi,19.19212695,-98.16541928,
29,Tlaxcala,19,Tepetitla De Lardizábal,19.31982705,-98.14427819,
29,Tlaxcala,20,Sanctórum De Lázaro Cárdenas,19.28282235,-98.37597972,
29,Tlaxcala,21,Nanacamilpa De Mariano Arista,19.5513192,-98.41613493,
29,Tlaxcala,22,Acuamanala De Miguel Hidalgo,19.5080315,-98.54324076,
29,Tlaxcala,23,Natívitas,19.2162149,-98.16121046,
29,Tlaxcala,24,Panotla,19.233333,-98.314722,
29,Tlaxcala,25,San Pablo Del Monte,19.35203485,-98.28062315,
29,Tlaxcala,26,Santa Cruz Tlaxcala,19.16096315,-98.12944558,
29,Tlaxcala,27,Tenancingo,19.3611543,-98.13997751,
29,Tlaxcala,28,Teolocholco,19.1504368,-98.18814169,
29,Tlaxcala,29,Tepeyanco,19.2105781,-98.07605785,
29,Tlaxcala,30,Terrenate,19.2469178,-98.22539642,
29,Tlaxcala,31,Tetla De La Solidaridad,19.4801239,-97.91529357,
29,Tlaxcala,32,Tetlatlahuca,19.49517865,-98.08913026,
29,Tlaxcala,33,Tlaxcala,19.23258555,-98.28723144,
29,Tlaxcala,34,Tlaxco,19.3167101,-98.2386138,
29,Tlaxcala,35,Tocatlán,19.6205854,-98.17075841,
29,Tlaxcala,36,Totolac,19.3905907,-98.01817761,
29,Tlaxcala,37,Ziltlaltépec De Trinidad Sánchez Santos,19.3377435,-98.24511495,
29,Tlaxcala,38,Tzompantepec,19.2102323,-97.92533464,
29,Tlaxcala,39,Xaloztoc,19.38326045,-98.08616228,
29,Tlaxcala,40,Xaltocan,19.41230005,-98.04254853,
29,Tlaxcala,41,Papalotla De Xicohténcatl,19.4193074,-98.24485224,
29,Tlaxcala,42,Xicohtzinco,19.17162165,-98.18907671,
29,Tlaxcala,43,Yauhquemehcan,19.1723769,-98.23786625,
29,Tlaxcala,44,Zacatelco,19.4034879,-98.18065244,
29,Tlaxcala,45,Benito Juárez,19.19645375,-98.25735517,
29,Tlaxcala,46,Emiliano Zapata,19.596318,-98.41812529,
29,Tlaxcala,47,Lázaro Cárdenas,19.5655673,-97.92526352,
29,Tlaxcala,48,La Magdalena Tlaltelulco,19.5363014,-97.99020112,
29,Tlaxcala,49,San Damián Texóloc,19.27996715,-98.19253459,
29,Tlaxcala,50,San Francisco Tetlanohcan,19.29097095,-98.30789875,
29,Tlaxcala,51,San Jerónimo Zacualpan,19.2610959,-98.15940074,
29,Tlaxcala,52,San José Teacalco,19.24653105,-98.26276031,
29,Tlaxcala,53,San Juan Huactzinco,19.32303995,-98.05342929,
29,Tlaxcala,54,San Lorenzo Axocomanitla,19.23796295,-98.25250276,
29,Tlaxcala,55,San Lucas Tecopilco,19.21508775,-98.26457036,
29,Tlaxcala,56,Santa Ana Nopalucan,19.48883015,-98.25415776,
29,Tlaxcala,57,Santa Apolonia Teacalco,19.29344805,-98.32843279,
29,Tlaxcala,58,Santa Catarina Ayometla,19.2422577,-98.31473344,
29,Tlaxcala,59,Santa Cruz Quilehtla,19.193136,-98.21594577,
29,Tlaxcala,60,Santa Isabel Xiloxoxtla,19.2122215,-98.21231241,
29,Tlaxcala,999,No Especificado,19.2635018,-98.20710644,
30,Veracruz De Ignacio De La Llave,1,Acajete,19.416667,-98.166667,
30,Veracruz De Ignacio De La Llave,2,Acatlán,19.5660993,-97.04709031,
30,Veracruz De Ignacio De La Llave,3,Acayucan,19.6888172,-96.84354547,
30,Veracruz De Ignacio De La Llave,4,Actopan,18.0281048,-95.03593818,
30,Veracruz De Ignacio De La Llave,5,Acula,19.56092075,-96.5291228,
30,Veracruz De Ignacio De La Llave,6,Acultzingo,18.5624944,-95.80450243,
30,Veracruz De Ignacio De La Llave,7,Camarón De Tejeda,18.70794875,-97.28636841,
30,Veracruz De Ignacio De La Llave,8,Alpatláhuac,19.0029948,-96.55122272,
30,Veracruz De Ignacio De La Llave,9,Alto Lucero De Gutiérrez Barrios,19.09939525,-97.13564726,
30,Veracruz De Ignacio De La Llave,10,Altotonga,19.728509,-96.53157764,
30,Veracruz De Ignacio De La Llave,11,Alvarado,19.764922,-97.12807451,
30,Veracruz De Ignacio De La Llave,12,Amatitlán,18.82867105,-95.92388431,
30,Veracruz De Ignacio De La Llave,13,Naranjos Amatlán,18.43741495,-95.69774243,
30,Veracruz De Ignacio De La Llave,14,Amatlán De Los Reyes,21.3093326,-97.6760013,
30,Veracruz De Ignacio De La Llave,15,Angel R. Cabada,18.87251165,-96.8685724,
30,Veracruz De Ignacio De La Llave,16,La Antigua,18.5927238,-95.38616826,
30,Veracruz De Ignacio De La Llave,17,Apazapan,19.3176799,-96.31864093,
30,Veracruz De Ignacio De La Llave,18,Aquila,19.34335875,-96.69473387,
30,Veracruz De Ignacio De La Llave,19,Astacinga,18.78830495,-97.32391696,
30,Veracruz De Ignacio De La Llave,20,Atlahuilco,18.55482305,-97.10600997,
30,Veracruz De Ignacio De La Llave,21,Atoyac,18.68565325,-97.0949593,
30,Veracruz De Ignacio De La Llave,22,Atzacan,18.9243309,-96.79947948,
30,Veracruz De Ignacio De La Llave,23,Atzalan,18.9340092,-97.07773551,
30,Veracruz De Ignacio De La Llave,24,Tlaltetela,19.9052785,-97.09776011,
30,Veracruz De Ignacio De La Llave,25,Ayahualulco,19.28371845,-96.93302034,
30,Veracruz De Ignacio De La Llave,26,Banderilla,19.39855635,-97.18834685,
30,Veracruz De Ignacio De La Llave,27,Benito Juárez,19.58966435,-96.93604889,
30,Veracruz De Ignacio De La Llave,28,Boca Del Río,20.8169666,-98.17826807,
30,Veracruz De Ignacio De La Llave,29,Calcahualco,19.11300805,-96.11195023,
30,Veracruz De Ignacio De La Llave,30,Camerino Z. Mendoza,19.10073115,-97.22798298,
30,Veracruz De Ignacio De La Llave,31,Carrillo Puerto,18.7896308,-97.15993214,
30,Veracruz De Ignacio De La Llave,32,Catemaco,18.8215893,-96.5842839,
30,Veracruz De Ignacio De La Llave,33,Cazones De Herrera,18.435189,-95.009364,
30,Veracruz De Ignacio De La Llave,34,Cerro Azul,20.70926465,-97.29386913,
30,Veracruz De Ignacio De La Llave,35,Citlaltépetl,21.17865905,-97.75611682,
30,Veracruz De Ignacio De La Llave,36,Coacoatzintla,21.33879055,-97.88457012,
30,Veracruz De Ignacio De La Llave,37,Coahuitlán,19.68076815,-96.9529015,
30,Veracruz De Ignacio De La Llave,38,Coatepec,20.29238805,-97.69676071,
30,Veracruz De Ignacio De La Llave,39,Coatzacoalcos,19.4448572,-96.93362844,
30,Veracruz De Ignacio De La Llave,40,Coatzintla,18.1396787,-94.4501731,
30,Veracruz De Ignacio De La Llave,41,Coetzala,20.4312288,-97.5555273,
30,Veracruz De Ignacio De La Llave,42,Colipa,18.775022,-96.91706674,
30,Veracruz De Ignacio De La Llave,43,Comapa,19.9349429,-96.71921541,
30,Veracruz De Ignacio De La Llave,44,Córdoba,19.14157615,-96.66424689,
30,Veracruz De Ignacio De La Llave,45,Cosamaloapan De Carpio,18.92397125,-96.92781089,
30,Veracruz De Ignacio De La Llave,46,Cosautlán De Carvajal,18.28191845,-95.96408114,
30,Veracruz De Ignacio De La Llave,47,Coscomatepec,19.32936095,-96.96861956,
30,Veracruz De Ignacio De La Llave,48,Cosoleacaque,19.05915005,-97.0995339,
30,Veracruz De Ignacio De La Llave,49,Cotaxtla,18.0060183,-94.61748301,
30,Veracruz De Ignacio De La Llave,50,Coxquihui,18.85765725,-96.35099906,
30,Veracruz De Ignacio De La Llave,51,Coyutla,20.21625185,-97.55902564,
30,Veracruz De Ignacio De La Llave,52,Cuichapa,20.33003,-97.61847921,
30,Veracruz De Ignacio De La Llave,53,Cuitláhuac,18.7700929,-96.8332664,
30,Veracruz De Ignacio De La Llave,54,Chacaltianguis,18.78975865,-96.7310109,
30,Veracruz De Ignacio De La Llave,55,Chalma,18.2107903,-95.78668903,
30,Veracruz De Ignacio De La Llave,56,Chiconamel,21.21032355,-98.38356991,
30,Veracruz De Ignacio De La Llave,57,Chiconquiaco,21.17012675,-98.35766469,
30,Veracruz De Ignacio De La Llave,58,Chicontepec,19.75843835,-96.77343291,
30,Veracruz De Ignacio De La Llave,59,Chinameca,21.01418665,-98.05392695,
30,Veracruz De Ignacio De La Llave,60,Chinampa De Gorostiza,18.0602956,-94.70453105,
30,Veracruz De Ignacio De La Llave,61,Las Choapas,21.3744227,-97.67483503,
30,Veracruz De Ignacio De La Llave,62,Chocamán,17.56348585,-93.94000864,
30,Veracruz De Ignacio De La Llave,63,Chontla,19.0003507,-97.03726986,
30,Veracruz De Ignacio De La Llave,64,Chumatlán,21.4269171,-98.00925113,
30,Veracruz De Ignacio De La Llave,65,Emiliano Zapata,20.219607,-97.59355248,
30,Veracruz De Ignacio De La Llave,66,Espinal,19.45696955,-96.79127656,
30,Veracruz De Ignacio De La Llave,67,Filomeno Mata,20.2567954,-97.42900181,
30,Veracruz De Ignacio De La Llave,68,Fortín,20.2031074,-97.72032098,
30,Veracruz De Ignacio De La Llave,69,Gutiérrez Zamora,19.914444,-97.085278,
30,Veracruz De Ignacio De La Llave,70,Hidalgotitlán,20.44028225,-97.10715381,
30,Veracruz De Ignacio De La Llave,71,Huatusco,17.58229125,-94.60340926,
30,Veracruz De Ignacio De La Llave,72,Huayacocotla,19.1456268,-96.96550407,
30,Veracruz De Ignacio De La Llave,73,Hueyapan De Ocampo,20.5238654,-98.4861656,
30,Veracruz De Ignacio De La Llave,74,Huiloapan De Cuauhtémoc,18.1950581,-95.18080982,
30,Veracruz De Ignacio De La Llave,75,Ignacio De La Llave,19.333333,-96.666667,
30,Veracruz De Ignacio De La Llave,76,Ilamatlán,18.65609715,-95.97265427,
30,Veracruz De Ignacio De La Llave,77,Isla,20.7643504,-98.42692656,
30,Veracruz De Ignacio De La Llave,78,Ixcatepec,18.12289035,-95.58427534,
30,Veracruz De Ignacio De La Llave,79,Ixhuacán De Los Reyes,21.2493435,-98.05197754,
30,Veracruz De Ignacio De La Llave,80,Ixhuatlán Del Café,19.3726716,-97.08595081,
30,Veracruz De Ignacio De La Llave,81,Ixhuatlancillo,19.0266237,-96.92731239,
30,Veracruz De Ignacio De La Llave,82,Ixhuatlán Del Sureste,18.8930394,-97.16724995,
30,Veracruz De Ignacio De La Llave,83,Ixhuatlán De Madero,17.9813466,-94.39848842,
30,Veracruz De Ignacio De La Llave,84,Ixmatlahuacan,20.7051077,-98.02323406,
30,Veracruz De Ignacio De La Llave,85,Ixtaczoquitlán,18.4982926,-95.92514909,
30,Veracruz De Ignacio De La Llave,86,Jalacingo,18.85134015,-97.02711083,
30,Veracruz De Ignacio De La Llave,87,Xalapa,19.7736811,-97.29042061,
30,Veracruz De Ignacio De La Llave,88,Jalcomulco,19.5408338,-96.9146374,
30,Veracruz De Ignacio De La Llave,89,Jáltipan,19.33507155,-96.7527204,
30,Veracruz De Ignacio De La Llave,90,Jamapa,17.8616853,-94.68550501,
30,Veracruz De Ignacio De La Llave,91,Jesús Carranza,18.99063185,-96.25887403,
30,Veracruz De Ignacio De La Llave,92,Xico,17.38793115,-94.90949731,
30,Veracruz De Ignacio De La Llave,93,Jilotepec,19.4457798,-97.07075684,
30,Veracruz De Ignacio De La Llave,94,Juan Rodríguez Clara,19.6111499,-96.90525599,
30,Veracruz De Ignacio De La Llave,95,Juchique De Ferrer,17.97320895,-95.34412799,
30,Veracruz De Ignacio De La Llave,96,Landero Y Coss,19.333333,-96.666667,
30,Veracruz De Ignacio De La Llave,97,Lerdo De Tejada,19.7427151,-96.85697473,
30,Veracruz De Ignacio De La Llave,98,Magdalena,18.6592806,-95.49004401,
30,Veracruz De Ignacio De La Llave,99,Maltrata,18.7685262,-97.04858563,
30,Veracruz De Ignacio De La Llave,100,Manlio Fabio Altamirano,18.8436005,-97.26728779,
30,Veracruz De Ignacio De La Llave,101,Mariano Escobedo,19.08652815,-96.3189628,
30,Veracruz De Ignacio De La Llave,102,Martínez De La Torre,18.92615555,-97.21655584,
30,Veracruz De Ignacio De La Llave,103,Mecatlán,20.1197165,-97.04616468,
30,Veracruz De Ignacio De La Llave,104,Mecayapan,20.20718815,-97.6624851,
30,Veracruz De Ignacio De La Llave,105,Medellín De Bravo,18.49787555,-94.85194152,
30,Veracruz De Ignacio De La Llave,106,Miahuatlán,19.058333,-96.165278,
30,Veracruz De Ignacio De La Llave,107,Las Minas,19.73114595,-96.88265226,
30,Veracruz De Ignacio De La Llave,108,Minatitlán,19.7039064,-97.15597377,
30,Veracruz De Ignacio De La Llave,109,Misantla,17.7052686,-94.38617333,
30,Veracruz De Ignacio De La Llave,110,Mixtla De Altamirano,19.95910085,-96.85806226,
30,Veracruz De Ignacio De La Llave,111,Moloacán,18.6015463,-96.97681548,
30,Veracruz De Ignacio De La Llave,112,Naolinco,17.9926405,-94.28232907,
30,Veracruz De Ignacio De La Llave,113,Naranjal,19.63884575,-96.85586702,
30,Veracruz De Ignacio De La Llave,114,Nautla,18.79808295,-96.94997198,
30,Veracruz De Ignacio De La Llave,115,Nogales,20.1227684,-96.80115316,
30,Veracruz De Ignacio De La Llave,116,Oluta,18.8346283,-97.2017278,
30,Veracruz De Ignacio De La Llave,117,Omealca,17.89593375,-94.90486831,
30,Veracruz De Ignacio De La Llave,118,Orizaba,18.70904465,-96.67594001,
30,Veracruz De Ignacio De La Llave,119,Otatitlán,18.849722,-97.103611,
30,Veracruz De Ignacio De La Llave,120,Oteapan,18.1723841,-96.03929271,
30,Veracruz De Ignacio De La Llave,121,Ozuluama De Mascareñas,17.9874212,-94.67207129,
30,Veracruz De Ignacio De La Llave,122,Pajapan,21.661111,-97.850556,
30,Veracruz De Ignacio De La Llave,123,Pánuco,18.21867875,-94.66359369,
30,Veracruz De Ignacio De La Llave,124,Papantla,22.08052495,-98.23295792,
30,Veracruz De Ignacio De La Llave,125,Paso Del Macho,20.4173494,-97.32174102,
30,Veracruz De Ignacio De La Llave,126,Paso De Ovejas,18.9476437,-96.64397938,
30,Veracruz De Ignacio De La Llave,127,La Perla,19.25749525,-96.43764547,
30,Veracruz De Ignacio De La Llave,128,Perote,18.98238205,-97.18585625,
30,Veracruz De Ignacio De La Llave,129,Platón Sánchez,19.51086405,-97.26853448,
30,Veracruz De Ignacio De La Llave,130,Playa Vicente,21.29684775,-98.42166503,
30,Veracruz De Ignacio De La Llave,131,Poza Rica De Hidalgo,17.7577502,-95.66722902,
30,Veracruz De Ignacio De La Llave,132,Las Vigas De Ramírez,20.53765745,-97.4451248,
30,Veracruz De Ignacio De La Llave,133,Pueblo Viejo,19.6176183,-97.09986654,
30,Veracruz De Ignacio De La Llave,134,Puente Nacional,22.1638426,-97.89855507,
30,Veracruz De Ignacio De La Llave,135,Rafael Delgado,19.31371095,-96.53554028,
30,Veracruz De Ignacio De La Llave,136,Rafael Lucio,18.79608765,-97.12245104,
30,Veracruz De Ignacio De La Llave,137,Los Reyes,19.5997278,-96.98484338,
30,Veracruz De Ignacio De La Llave,138,Río Blanco,18.6719848,-97.04142567,
30,Veracruz De Ignacio De La Llave,139,Saltabarranca,18.84522475,-97.15229389,
30,Veracruz De Ignacio De La Llave,140,San Andrés Tenejapan,18.54657505,-95.52339483,
30,Veracruz De Ignacio De La Llave,141,San Andrés Tuxtla,18.7715366,-97.09598287,
30,Veracruz De Ignacio De La Llave,142,San Juan Evangelista,18.4633672,-95.19831534,
30,Veracruz De Ignacio De La Llave,143,Santiago Tuxtla,17.76252635,-95.23042939,
30,Veracruz De Ignacio De La Llave,144,Sayula De Alemán,18.4054031,-95.39806613,
30,Veracruz De Ignacio De La Llave,145,Soconusco,17.74768255,-94.95439752,
30,Veracruz De Ignacio De La Llave,146,Sochiapa,18.0066757,-94.81037536,
30,Veracruz De Ignacio De La Llave,147,Soledad Atzompa,19.17110995,-96.92316376,
30,Veracruz De Ignacio De La Llave,148,Soledad De Doblado,18.706954,-97.18362275,
30,Veracruz De Ignacio De La Llave,149,Soteapan,19.0610622,-96.47696598,
30,Veracruz De Ignacio De La Llave,150,Tamalín,18.2286495,-94.90825203,
30,Veracruz De Ignacio De La Llave,151,Tamiahua,21.50522025,-97.63157403,
30,Veracruz De Ignacio De La Llave,152,Tampico Alto,21.31986145,-97.49694005,
30,Veracruz De Ignacio De La Llave,153,Tancoco,21.8511488,-97.63529307,
30,Veracruz De Ignacio De La Llave,154,Tantima,21.26729605,-97.80131031,
30,Veracruz De Ignacio De La Llave,155,Tantoyuca,21.41276435,-97.85364426,
30,Veracruz De Ignacio De La Llave,156,Tatatila,21.38968005,-98.19708005,
30,Veracruz De Ignacio De La Llave,157,Castillo De Teayo,19.7132564,-97.07829671,
30,Veracruz De Ignacio De La Llave,158,Tecolutla,20.74377175,-97.67851714,
30,Veracruz De Ignacio De La Llave,159,Tehuipango,20.41847865,-96.99363704,
30,Veracruz De Ignacio De La Llave,160,Álamo Temapache,18.520015,-97.0637896,
30,Veracruz De Ignacio De La Llave,161,Tempoal,20.9951932,-97.75578419,
30,Veracruz De Ignacio De La Llave,162,Tenampa,21.55025445,-98.42049252,
30,Veracruz De Ignacio De La Llave,163,Tenochtitlán,19.2583387,-96.84331324,
30,Veracruz De Ignacio De La Llave,164,Teocelo,19.8251044,-96.94195002,
30,Veracruz De Ignacio De La Llave,165,Tepatlaxco,19.37322035,-96.95501576,
30,Veracruz De Ignacio De La Llave,166,Tepetlán,19.333333,-96.666667,
30,Veracruz De Ignacio De La Llave,167,Tepetzintla,19.6639229,-96.77883158,
30,Veracruz De Ignacio De La Llave,168,Tequila,21.16048365,-97.86111098,
30,Veracruz De Ignacio De La Llave,169,José Azueta,18.74948385,-96.99789459,
30,Veracruz De Ignacio De La Llave,170,Texcatepec,18.13759745,-95.71060718,
30,Veracruz De Ignacio De La Llave,171,Texhuacán,20.6221858,-98.30074433,
30,Veracruz De Ignacio De La Llave,172,Texistepec,18.6160361,-97.03065277,
30,Veracruz De Ignacio De La Llave,173,Tezonapa,17.77746785,-94.80123551,
30,Veracruz De Ignacio De La Llave,174,Tierra Blanca,18.5587309,-96.78234115,
30,Veracruz De Ignacio De La Llave,175,Tihuatlán,18.5272475,-96.21520077,
30,Veracruz De Ignacio De La Llave,176,Tlacojalpan,20.68287745,-97.48679815,
30,Veracruz De Ignacio De La Llave,177,Tlacolulan,18.19422595,-95.93238177,
30,Veracruz De Ignacio De La Llave,178,Tlacotalpan,19.70193215,-97.01578629,
30,Veracruz De Ignacio De La Llave,179,Tlacotepec De Mejía,18.52076065,-95.62304044,
30,Veracruz De Ignacio De La Llave,180,Tlachichilco,19.1828134,-96.78282036,
30,Veracruz De Ignacio De La Llave,181,Tlalixcoyan,20.620556,-98.199167,
30,Veracruz De Ignacio De La Llave,182,Tlalnelhuayocan,18.7731685,-96.20588647,
30,Veracruz De Ignacio De La Llave,183,Tlapacoyan,19.54236515,-96.99223194,
30,Veracruz De Ignacio De La Llave,184,Tlaquilpa,20.0221087,-97.15669322,
30,Veracruz De Ignacio De La Llave,185,Tlilapan,18.61280005,-97.10432525,
30,Veracruz De Ignacio De La Llave,186,Tomatlán,18.79329505,-97.10372989,
30,Veracruz De Ignacio De La Llave,187,Tonayán,19.0186177,-96.99040926,
30,Veracruz De Ignacio De La Llave,188,Totutla,19.7204504,-96.93756744,
30,Veracruz De Ignacio De La Llave,189,Tuxpan,19.2323232,-96.93980517,
30,Veracruz De Ignacio De La Llave,190,Tuxtilla,20.9298337,-97.39366175,
30,Veracruz De Ignacio De La Llave,191,Ursulo Galván,18.19069045,-95.86596776,
30,Veracruz De Ignacio De La Llave,192,Vega De Alatorre,19.4460638,-96.39799963,
30,Veracruz De Ignacio De La Llave,193,Veracruz,19.99281785,-96.72018333,
30,Veracruz De Ignacio De La Llave,194,Villa Aldama,19.1798858,-96.135648,
30,Veracruz De Ignacio De La Llave,195,Xoxocotla,19.65181005,-97.19783206,
30,Veracruz De Ignacio De La Llave,196,Yanga,18.62964425,-97.16562063,
30,Veracruz De Ignacio De La Llave,197,Yecuatla,18.82256465,-96.78967942,
30,Veracruz De Ignacio De La Llave,198,Zacualpan,19.84655895,-96.77772233,
30,Veracruz De Ignacio De La Llave,199,Zaragoza,20.50470375,-98.35578869,
30,Veracruz De Ignacio De La Llave,200,Zentla,17.94751565,-94.63510628,
30,Veracruz De Ignacio De La Llave,201,Zongolica,19.078094,-96.78918194,
30,Veracruz De Ignacio De La Llave,202,Zontecomatlán De López Y Fuentes,18.6518293,-96.94575038,
30,Veracruz De Ignacio De La Llave,203,Zozocolco De Hidalgo,20.73576035,-98.30588229,
30,Veracruz De Ignacio De La Llave,204,Agua Dulce,20.1307665,-97.55427317,
30,Veracruz De Ignacio De La Llave,205,El Higo,18.0899541,-94.16236305,
30,Veracruz De Ignacio De La Llave,206,Nanchital De Lázaro Cárdenas Del Río,21.76727975,-98.3843973,
30,Veracruz De Ignacio De La Llave,207,Tres Valles,18.06603875,-94.38152964,
30,Veracruz De Ignacio De La Llave,208,Carlos A. Carrillo,18.2921576,-96.16641197,
30,Veracruz De Ignacio De La Llave,209,Tatahuicapan De Juárez,18.32836115,-95.71540338,
30,Veracruz De Ignacio De La Llave,210,Uxpanapa,18.34935065,-94.75964091,
30,Veracruz De Ignacio De La Llave,211,San Rafael,17.3060919,-94.33523604,
30,Veracruz De Ignacio De La Llave,212,Santiago Sochiapan,20.21396265,-96.89929175,
30,Veracruz De Ignacio De La Llave,999,No Especificado,17.63459375,-95.66037634,
31,Yucatán,1,Abalá,19.333333,-96.666667,
31,Yucatán,2,Acanceh,20.66019925,-89.6553257,
31,Yucatán,3,Akil,20.81787545,-89.46704334,
31,Yucatán,4,Baca,20.2600534,-89.34372886,
31,Yucatán,5,Bokobá,21.13421865,-89.40182822,
31,Yucatán,6,Buctzotz,20.99549765,-89.17330333,
31,Yucatán,7,Cacalchén,21.2127744,-88.64618592,
31,Yucatán,8,Calotmul,20.98359715,-89.24315543,
31,Yucatán,9,Cansahcab,20.99820415,-88.14487818,
31,Yucatán,10,Cantamayec,21.1676008,-89.06596091,
31,Yucatán,11,Celestún,20.41310135,-89.05712227,
31,Yucatán,12,Cenotillo,20.92163185,-90.29899672,
31,Yucatán,13,Conkal,21.0307148,-88.5952294,
31,Yucatán,14,Cuncunul,21.0750611,-89.52912137,
31,Yucatán,15,Cuzamá,20.621807,-88.32620277,
31,Yucatán,16,Chacsinkín,20.7130784,-89.35735653,
